time_ind,spatial_ind,n_i,v_i,T_e,n_nI
3,97,1.18616e+17,20023.8,9.60073,3.78246e+17,6.93441
3,98,1.18592e+17,20322.4,7.29402,3.78249e+17,6.93441
3,99,1.18944e+17,20341.1,4.98106,3.78251e+17,6.93441
4,0,1.26479e+17,-1484.81,3.00074,3.62314e+19,9.46351
4,1,2.5531e+17,-1466.71,3.78096,3.78182e+19,9.46351
4,2,2.81692e+17,-1434.65,3.82144,3.78262e+19,9.46351
4,3,3.09884e+17,-1401.41,3.84814,3.78263e+19,9.46351
4,4,3.41361e+17,-1356.3,3.87033,3.78263e+19,9.46351
4,5,3.76195e+17,-1299.22,3.88876,3.78264e+19,9.46351
4,6,4.14374e+17,-1230.21,3.90412,3.78266e+19,9.46351
4,7,4.55807e+17,-1149.31,3.91718,3.78267e+19,9.46351
4,8,5.00319e+17,-1056.55,3.92868,3.78268e+19,9.46351
4,9,5.47639e+17,-951.967,3.93939,3.78269e+19,9.46351
4,10,5.974e+17,-835.593,3.95004,3.7827e+19,9.46351
4,11,6.4914e+17,-707.464,3.96133,3.78272e+19,9.46351
4,12,7.02299e+17,-567.615,3.97395,3.78272e+19,9.46351
4,13,7.56231e+17,-416.082,3.98861,3.78271e+19,9.46351
4,14,8.10212e+17,-252.905,4.00604,3.78267e+19,9.46351
4,15,8.63456e+17,-78.1204,4.02703,3.78253e+19,9.46351
4,16,9.1513e+17,108.232,4.05247,3.78213e+19,9.46351
4,17,9.64378e+17,306.116,4.08335,3.78108e+19,9.46351
4,18,1.01034e+18,515.503,4.12087,3.77832e+19,9.46351
4,19,1.05219e+18,736.382,4.16652,3.77111e+19,9.46351
4,20,1.08913e+18,968.786,4.2224,3.75237e+19,9.46351
4,21,1.12044e+18,1212.86,4.2918,3.7043e+19,9.46351
4,22,1.1455e+18,1469.04,4.38054,3.58442e+19,9.46351
4,23,1.16379e+18,1738.48,4.49995,3.30546e+19,9.46351
4,24,1.17486e+18,2023.46,4.66538,2.74884e+19,9.46351
4,25,1.17842e+18,2326.74,4.88832,1.91472e+19,9.46351
4,26,1.1744e+18,2647.31,5.15218,1.07922e+19,9.46351
4,27,1.16326e+18,2977.99,5.4166,5.19836e+18,9.46351
4,28,1.14524e+18,3314.33,5.66603,2.3869e+18,9.46351
4,29,1.12058e+18,3657.6,5.91725,1.17654e+18,9.46351
4,30,1.08971e+18,4010.56,6.191,6.90655e+17,9.46351
4,31,1.05327e+18,4375.11,6.50135,5.01102e+17,9.46351
4,32,1.01197e+18,4752.38,6.85826,4.2795e+17,9.46351
4,33,9.66612e+17,5143.09,7.27073,3.99798e+17,9.46351
4,34,9.18017e+17,5547.81,7.74905,3.88932e+17,9.46351
4,35,8.67029e+17,5967.11,8.30632,3.84684e+17,9.46351
4,36,8.14486e+17,6401.56,8.95996,3.82965e+17,9.46351
4,37,7.61198e+17,6851.76,9.73352,3.82208e+17,9.46351
4,38,7.07927e+17,7318.35,10.659,3.81816e+17,9.46351
4,39,6.55374e+17,7801.97,11.7792,3.81563e+17,9.46351
4,40,6.04161e+17,8303.21,13.1514,3.81362e+17,9.46351
4,41,5.54825e+17,8822.62,14.8495,3.81185e+17,9.46351
4,42,5.07813e+17,9360.53,16.9663,3.81021e+17,9.46351
4,43,4.63478e+17,9916.96,19.6104,3.80867e+17,9.46351
4,44,4.22082e+17,10491.2,22.8899,3.80724e+17,9.46351
4,45,3.83796e+17,11081.1,26.8535,3.80592e+17,9.46351
4,46,3.48716e+17,11678.7,31.2532,3.80472e+17,9.46351
4,47,3.16831e+17,12243.4,33.0723,3.80362e+17,9.46351
4,48,2.88837e+17,11988.5,24.2003,3.80254e+17,9.46351
4,49,2.59185e+17,14417.9,53.836,3.80245e+17,9.46351
4,50,3.00262e+17,9930.15,34.8203,3.8013e+17,9.46351
4,51,2.40701e+17,7474.78,22.9123,3.78179e+17,9.46351
4,52,2.04206e+17,7299.18,24.3131,3.7818e+17,9.46351
4,53,1.87026e+17,7540.5,25.9883,3.78182e+17,9.46351
4,54,1.74494e+17,7838.26,27.6627,3.78183e+17,9.46351
4,55,1.64046e+17,8139.31,29.1919,3.78184e+17,9.46351
4,56,1.55288e+17,8438.99,30.515,3.78186e+17,9.46351
4,57,1.48002e+17,8736.85,31.5991,3.78187e+17,9.46351
4,58,1.41989e+17,9032.71,32.4312,3.78189e+17,9.46351
4,59,1.37064e+17,9326.46,33.0154,3.78191e+17,9.46351
4,60,1.33063e+17,9618.13,33.3686,3.78193e+17,9.46351
4,61,1.29837e+17,9907.81,33.516,3.78194e+17,9.46351
4,62,1.27256e+17,10195.7,33.4865,3.78196e+17,9.46351
4,63,1.25207e+17,10481.9,33.3096,3.78198e+17,9.46351
4,64,1.23592e+17,10766.8,33.0132,3.782e+17,9.46351
4,65,1.22329e+17,11050.4,32.6224,3.78202e+17,9.46351
4,66,1.21349e+17,11333,32.1589,3.78204e+17,9.46351
4,67,1.20593e+17,11614.8,31.6409,3.78206e+17,9.46351
4,68,1.20015e+17,11895.9,31.0833,3.78208e+17,9.46351
4,69,1.19577e+17,12176.4,30.498,3.7821e+17,9.46351
4,70,1.19246e+17,12456.5,29.8941,3.78211e+17,9.46351
4,71,1.18998e+17,12736.3,29.2789,3.78213e+17,9.46351
4,72,1.18814e+17,13015.7,28.6577,3.78215e+17,9.46351
4,73,1.18678e+17,13295,28.0344,3.78216e+17,9.46351
4,74,1.18578e+17,13574,27.4119,3.78218e+17,9.46351
4,75,1.18506e+17,13853,26.7923,3.78219e+17,9.46351
4,76,1.18453e+17,14131.8,26.1769,3.7822e+17,9.46351
4,77,1.18415e+17,14410.6,25.5667,3.78222e+17,9.46351
4,78,1.18387e+17,14689.4,24.9625,3.78223e+17,9.46351
4,79,1.18368e+17,14968.1,24.3648,3.78224e+17,9.46351
4,80,1.18354e+17,15246.8,23.7738,3.78225e+17,9.46351
4,81,1.18344e+17,15525.5,23.1898,3.78226e+17,9.46351
4,82,1.18336e+17,15804.2,22.6133,3.78227e+17,9.46351
4,83,1.18331e+17,16082.9,22.0443,3.78228e+17,9.46351
4,84,1.18327e+17,16361.7,21.4832,3.78229e+17,9.46351
4,85,1.18324e+17,16640.5,20.9302,3.7823e+17,9.46351
4,86,1.18321e+17,16919.3,20.3856,3.78231e+17,9.46351
4,87,1.1832e+17,17198.2,19.8498,3.78232e+17,9.46351
4,88,1.18318e+17,17477.1,19.323,3.78233e+17,9.46351
4,89,1.18317e+17,17756.1,18.8057,3.78234e+17,9.46351
4,90,1.18315e+17,18035.2,18.298,3.78235e+17,9.46351
4,91,1.18314e+17,18314.3,17.8003,3.78235e+17,9.46351
4,92,1.18313e+17,18593.6,17.313,3.78236e+17,9.46351
4,93,1.18312e+17,18872.9,16.8363,3.78237e+17,9.46351
4,94,1.18311e+17,19152.3,16.3705,3.78238e+17,9.46351
4,95,1.18307e+17,19435.4,15.3157,3.78238e+17,9.46351
4,96,1.18293e+17,19725,13.3605,3.7824e+17,9.46351
4,97,1.18271e+17,20019.8,10.8827,3.78242e+17,9.46351
4,98,1.18245e+17,20316.1,8.42698,3.78247e+17,9.46351
4,99,1.18592e+17,20322.4,4.98106,3.78249e+17,9.46351
5,0,1.26479e+17,-1484.81,3.00074,3.62314e+19,6.26447
5,1,2.55131e+17,-1466.71,3.839,3.78167e+19,6.26447
5,2,2.81854e+17,-1431.18,3.88524,3.78263e+19,6.26447
5,3,3.10034e+17,-1397.34,3.91391,3.78264e+19,6.26447
5,4,3.41472e+17,-1351.7,3.938,3.78265e+19,6.26447
5,5,3.76248e+17,-1294.09,3.95821,3.78267e+19,6.26447
5,6,4.14347e+17,-1224.57,3.97513,3.78268e+19,6.26447
5,7,4.55675e+17,-1143.16,3.98945,3.78269e+19,6.26447
5,8,5.00053e+17,-1049.93,4.00189,3.78271e+19,6.26447
5,9,5.47209e+17,-944.904,4.01318,3.78272e+19,6.26447
5,10,5.96776e+17,-828.127,4.02405,3.78274e+19,6.26447
5,11,6.4829e+17,-699.64,4.03522,3.78275e+19,6.26447
5,12,7.01195e+17,-559.489,4.04742,3.78276e+19,6.26447
5,13,7.54847e+17,-407.719,4.06136,3.78276e+19,6.26447
5,14,8.08526e+17,-244.376,4.07782,3.78271e+19,6.26447
5,15,8.61452e+17,-69.507,4.09761,3.78258e+19,6.26447
5,16,9.128e+17,116.84,4.12164,3.78218e+19,6.26447
5,17,9.61723e+17,314.62,4.15095,3.78114e+19,6.26447
5,18,1.00737e+18,523.797,4.1868,3.77838e+19,6.26447
5,19,1.04892e+18,744.352,4.23076,3.77117e+19,6.26447
5,20,1.0856e+18,976.335,4.28527,3.75245e+19,6.26447
5,21,1.1167e+18,1219.88,4.35385,3.7044e+19,6.26447
5,22,1.14159e+18,1475.45,4.44306,3.5846e+19,6.26447
5,23,1.15975e+18,1744.34,4.56531,3.3058e+19,6.26447
5,24,1.1707e+18,2029.14,4.73718,2.74945e+19,6.26447
5,25,1.17412e+18,2333.17,4.96979,1.91562e+19,6.26447
5,26,1.16999e+18,2655.42,5.24355,1.08013e+19,6.26447
5,27,1.1589e+18,2987.7,5.51497,5.2048e+18,6.26447
5,28,1.14112e+18,3324.65,5.7682,2.3906e+18,6.26447
5,29,1.11675e+18,3667.55,6.02173,1.17866e+18,6.26447
5,30,1.08622e+18,4019.57,6.29827,6.92053e+17,6.26447
5,31,1.05015e+18,4382.95,6.61331,5.02198e+17,6.26447
5,32,1.00925e+18,4759,6.97782,4.28918e+17,6.26447
5,33,9.64321e+17,5148.55,7.40189,4.00705e+17,6.26447
5,34,9.16168e+17,5552.27,7.89713,3.89802e+17,6.26447
5,35,8.65629e+17,5970.76,8.4784,3.85527e+17,6.26447
5,36,8.13528e+17,6404.64,9.16552,3.83781e+17,6.26447
5,37,7.60666e+17,6854.55,9.98538,3.82999e+17,6.26447
5,38,7.07794e+17,7321.16,10.9744,3.82581e+17,6.26447
5,39,6.55605e+17,7805.1,12.1816,3.82302e+17,6.26447
5,40,6.04713e+17,8306.94,13.6717,3.82076e+17,6.26447
5,41,5.55652e+17,8827.09,15.5275,3.81875e+17,6.26447
5,42,5.08863e+17,9365.67,17.8484,3.81689e+17,6.26447
5,43,4.64698e+17,9922.14,20.7348,3.81515e+17,6.26447
5,44,4.23415e+17,10494.1,24.2094,3.81354e+17,6.26447
5,45,3.85181e+17,11068.3,27.5564,3.81205e+17,6.26447
5,46,3.49979e+17,12256.8,44.595,3.81066e+17,6.26447
5,47,3.17871e+17,12475.5,37.8453,3.80915e+17,6.26447
5,48,2.94094e+17,12049.7,33.8458,3.80695e+17,6.26447
5,49,2.54688e+17,14354,52.791,3.80807e+17,6.26447
5,50,3.09854e+17,10650.7,40.6009,3.80666e+17,6.26447
5,51,2.51528e+17,7743.31,25.6978,3.78145e+17,6.26447
5,52,2.07227e+17,7376.07,27.0869,3.78148e+17,6.26447
5,53,1.87892e+17,7568.21,28.9159,3.78149e+17,6.26447
5,54,1.74982e+17,7860.25,30.8113,3.7815e+17,6.26447
5,55,1.64427e+17,8163.09,32.5302,3.78152e+17,6.26447
5,56,1.55587e+17,8464.97,33.9886,3.78153e+17,6.26447
5,57,1.48223e+17,8764.71,35.1539,3.78155e+17,6.26447
5,58,1.42138e+17,9062,36.0204,3.78157e+17,6.26447
5,59,1.37147e+17,9356.72,36.6013,3.7816e+17,6.26447
5,60,1.33086e+17,9648.9,36.9234,3.78162e+17,6.26447
5,61,1.29807e+17,9938.66,37.0203,3.78165e+17,6.26447
5,62,1.2718e+17,10226.2,36.9278,3.78167e+17,6.26447
5,63,1.2509e+17,10511.8,36.6807,3.7817e+17,6.26447
5,64,1.2344e+17,10795.8,36.3102,3.78173e+17,6.26447
5,65,1.22148e+17,11078.3,35.8439,3.78175e+17,6.26447
5,66,1.21143e+17,11359.6,35.3046,3.78178e+17,6.26447
5,67,1.20367e+17,11639.9,34.7112,3.7818e+17,6.26447
5,68,1.19772e+17,11919.5,34.0787,3.78183e+17,6.26447
5,69,1.19319e+17,12198.4,33.4191,3.78185e+17,6.26447
5,70,1.18977e+17,12476.7,32.7414,3.78187e+17,6.26447
5,71,1.1872e+17,12754.7,32.0526,3.7819e+17,6.26447
5,72,1.18529e+17,13032.4,31.3579,3.78192e+17,6.26447
5,73,1.18387e+17,13309.7,30.6612,3.78194e+17,6.26447
5,74,1.18283e+17,13586.9,29.9653,3.78196e+17,6.26447
5,75,1.18207e+17,13864,29.2721,3.78198e+17,6.26447
5,76,1.18151e+17,14140.9,28.5833,3.782e+17,6.26447
5,77,1.1811e+17,14417.8,27.8997,3.78201e+17,6.26447
5,78,1.18081e+17,14694.6,27.2222,3.78203e+17,6.26447
5,79,1.1806e+17,14971.4,26.5514,3.78205e+17,6.26447
5,80,1.18044e+17,15248.1,25.8878,3.78207e+17,6.26447
5,81,1.18033e+17,15524.9,25.2318,3.78208e+17,6.26447
5,82,1.18025e+17,15801.6,24.5837,3.7821e+17,6.26447
5,83,1.18019e+17,16078.4,23.944,3.78212e+17,6.26447
5,84,1.18014e+17,16355.2,23.313,3.78213e+17,6.26447
5,85,1.1801e+17,16632.1,22.6912,3.78215e+17,6.26447
5,86,1.18007e+17,16909,22.0789,3.78216e+17,6.26447
5,87,1.18004e+17,17185.9,21.4765,3.78218e+17,6.26447
5,88,1.18002e+17,17463,20.8844,3.78219e+17,6.26447
5,89,1.18e+17,17740.1,20.3031,3.7822e+17,6.26447
5,90,1.17998e+17,18017.2,19.7328,3.78222e+17,6.26447
5,91,1.17996e+17,18294.5,19.1741,3.78223e+17,6.26447
5,92,1.17995e+17,18571.8,18.6272,3.78224e+17,6.26447
5,93,1.17993e+17,18849.3,18.0924,3.78226e+17,6.26447
5,94,1.17987e+17,19130.3,17.1896,3.78227e+17,6.26447
5,95,1.17975e+17,19417.1,15.5077,3.78229e+17,6.26447
5,96,1.17956e+17,19708.4,13.1713,3.78232e+17,6.26447
5,97,1.17932e+17,20001.6,10.6583,3.78237e+17,6.26447
5,98,1.17894e+17,20301.5,7.53736,3.78244e+17,6.26447
5,99,1.18245e+17,20316.1,4.98106,3.78247e+17,6.26447
6,0,1.26479e+17,-1484.81,3.00074,3.62314e+19,7.21483
6,1,2.54943e+17,-1466.25,3.93091,3.78153e+19,7.21483
6,2,2.82012e+17,-1427.13,3.98234,3.78265e+19,7.21483
6,3,3.10181e+17,-1392.62,4.01301,3.78266e+19,7.21483
6,4,3.41581e+17,-1346.39,4.03885,3.78267e+19,7.21483
6,5,3.76299e+17,-1288.21,4.06056,3.78269e+19,7.21483
6,6,4.14317e+17,-1218.11,4.0787,3.7827e+19,7.21483
6,7,4.55538e+17,-1136.16,4.09391,3.78272e+19,7.21483
6,8,4.99782e+17,-1042.39,4.10689,3.78273e+19,7.21483
6,9,5.46774e+17,-936.86,4.11838,3.78275e+19,7.21483
6,10,5.96147e+17,-819.616,4.12913,3.78277e+19,7.21483
6,11,6.47436e+17,-690.706,4.13988,3.78279e+19,7.21483
6,12,7.00087e+17,-550.184,4.15139,3.7828e+19,7.21483
6,13,7.5346e+17,-398.102,4.16441,3.7828e+19,7.21483
6,14,8.06839e+17,-234.514,4.17976,3.78276e+19,7.21483
6,15,8.5945e+17,-59.4764,4.19827,3.78262e+19,7.21483
6,16,9.10475e+17,126.957,4.22091,3.78223e+19,7.21483
6,17,9.59075e+17,324.732,4.24876,3.78119e+19,7.21483
6,18,1.00441e+18,533.813,4.28322,3.77844e+19,7.21483
6,19,1.04568e+18,754.182,4.32607,3.77123e+19,7.21483
6,20,1.08211e+18,985.874,4.37984,3.75252e+19,7.21483
6,21,1.11299e+18,1229.03,4.44856,3.70451e+19,7.21483
6,22,1.13771e+18,1484.17,4.53987,3.58478e+19,7.21483
6,23,1.15574e+18,1752.73,4.66775,3.30613e+19,7.21483
6,24,1.16657e+18,2037.76,4.85075,2.75007e+19,7.21483
6,25,1.16984e+18,2343.18,5.10008,1.91652e+19,7.21483
6,26,1.16558e+18,2668.06,5.3924,1.08104e+19,7.21483
6,27,1.15454e+18,3002.92,5.67908,5.21124e+18,7.21483
6,28,1.13699e+18,3341.29,5.94277,2.3943e+18,7.21483
6,29,1.11293e+18,3684.51,6.20448,1.18078e+18,7.21483
6,30,1.08274e+18,4036.21,6.49007,6.93456e+17,7.21483
6,31,1.04703e+18,4399.04,6.81721,5.03299e+17,7.21483
6,32,1.00654e+18,4774.53,7.1986,4.29891e+17,7.21483
6,33,9.62026e+17,5163.66,7.64605,4.01617e+17,7.21483
6,34,9.1431e+17,5567.16,8.17322,3.90678e+17,7.21483
6,35,8.64212e+17,5985.71,8.79775,3.86375e+17,7.21483
6,36,8.12548e+17,6419.99,9.54317,3.84604e+17,7.21483
6,37,7.60105e+17,6870.66,10.4414,3.83797e+17,7.21483
6,38,7.07628e+17,7338.42,11.5355,3.83355e+17,7.21483
6,39,6.55799e+17,7823.88,12.8834,3.83052e+17,7.21483
6,40,6.05227e+17,8327.55,14.5603,3.82803e+17,7.21483
6,41,5.56439e+17,8849.7,16.6606,3.8258e+17,7.21483
6,42,5.09872e+17,9390.15,19.2881,3.82373e+17,7.21483
6,43,4.65873e+17,9947.72,22.5092,3.8218e+17,7.21483
6,44,4.24661e+17,10519.7,26.0564,3.82e+17,7.21483
6,45,3.87429e+17,11010.1,30.7791,3.81826e+17,7.21483
6,46,3.48181e+17,12296.7,47.8179,3.81762e+17,7.21483
6,47,3.20687e+17,12730.2,43.5112,3.81503e+17,7.21483
6,48,2.98655e+17,12338.4,49.3093,3.81213e+17,7.21483
6,49,2.52621e+17,14415.5,54.9515,3.81353e+17,7.21483
6,50,3.15194e+17,11279.6,45.4211,3.81257e+17,7.21483
6,51,2.63932e+17,8058.33,29.2551,3.78105e+17,7.21483
6,52,2.11251e+17,7486.58,30.8307,3.7811e+17,7.21483
6,53,1.89019e+17,7610.39,32.8817,3.78113e+17,7.21483
6,54,1.75514e+17,7890.79,35.0577,3.78114e+17,7.21483
6,55,1.6482e+17,8195.03,37.021,3.78115e+17,7.21483
6,56,1.55895e+17,8499.73,38.6569,3.78117e+17,7.21483
6,57,1.48454e+17,8801.93,39.934,3.7812e+17,7.21483
6,58,1.42296e+17,9101.13,40.8558,3.78122e+17,7.21483
6,59,1.37239e+17,9397.17,41.4478,3.78125e+17,7.21483
6,60,1.33119e+17,9690.09,41.7477,3.78129e+17,7.21483
6,61,1.29787e+17,9980.09,41.7989,3.78132e+17,7.21483
6,62,1.27112e+17,10267.4,41.6445,3.78135e+17,7.21483
6,63,1.24982e+17,10552.4,41.3245,3.78139e+17,7.21483
6,64,1.23297e+17,10835.5,40.8742,3.78142e+17,7.21483
6,65,1.21975e+17,11116.8,40.3233,3.78145e+17,7.21483
6,66,1.20944e+17,11396.7,39.6963,3.78149e+17,7.21483
6,67,1.20147e+17,11675.5,39.0129,3.78152e+17,7.21483
6,68,1.19535e+17,11953.4,38.2887,3.78155e+17,7.21483
6,69,1.19069e+17,12230.5,37.5359,3.78158e+17,7.21483
6,70,1.18715e+17,12507,36.7638,3.78161e+17,7.21483
6,71,1.18449e+17,12783.1,35.9796,3.78164e+17,7.21483
6,72,1.1825e+17,13058.8,35.1884,3.78166e+17,7.21483
6,73,1.18102e+17,13334.2,34.3943,3.78169e+17,7.21483
6,74,1.17993e+17,13609.3,33.6002,3.78172e+17,7.21483
6,75,1.17913e+17,13884.3,32.8083,3.78174e+17,7.21483
6,76,1.17854e+17,14159.2,32.0201,3.78177e+17,7.21483
6,77,1.17811e+17,14434,31.2371,3.78179e+17,7.21483
6,78,1.1778e+17,14708.7,30.46,3.78182e+17,7.21483
6,79,1.17757e+17,14983.3,29.6897,3.78184e+17,7.21483
6,80,1.1774e+17,15258,28.927,3.78186e+17,7.21483
6,81,1.17728e+17,15532.6,28.1723,3.78189e+17,7.21483
6,82,1.17719e+17,15807.2,27.4263,3.78191e+17,7.21483
6,83,1.17712e+17,16081.9,26.6895,3.78193e+17,7.21483
6,84,1.17706e+17,16356.6,25.9625,3.78195e+17,7.21483
6,85,1.17701e+17,16631.3,25.2458,3.78197e+17,7.21483
6,86,1.17697e+17,16906.1,24.54,3.782e+17,7.21483
6,87,1.17694e+17,17181,23.8455,3.78202e+17,7.21483
6,88,1.17691e+17,17455.9,23.163,3.78204e+17,7.21483
6,89,1.17688e+17,17730.9,22.4928,3.78206e+17,7.21483
6,90,1.17686e+17,18006,21.8355,3.78208e+17,7.21483
6,91,1.17683e+17,18281.2,21.1915,3.78209e+17,7.21483
6,92,1.17681e+17,18556.4,20.5613,3.78211e+17,7.21483
6,93,1.17676e+17,18834.1,19.6545,3.78213e+17,7.21483
6,94,1.17662e+17,19117.7,18.071,3.78215e+17,7.21483
6,95,1.17644e+17,19406.6,15.811,3.78219e+17,7.21483
6,96,1.17622e+17,19697.4,13.265,3.78225e+17,7.21483
6,97,1.17591e+17,19992.4,10.2208,3.78233e+17,7.21483
6,98,1.17554e+17,20287.2,7.45399,3.78242e+17,7.21483
6,99,1.17894e+17,20301.5,4.98106,3.78244e+17,7.21483
7,0,1.26479e+17,-1484.81,3.00074,3.62314e+19,24.6608
7,1,2.54741e+17,-1454.52,5.84876,3.78138e+19,24.6608
7,2,2.82165e+17,-1410.79,5.86979,3.78266e+19,24.6608
7,3,3.10326e+17,-1374.56,5.88464,3.78268e+19,24.6608
7,4,3.41687e+17,-1326.72,5.8848,3.78269e+19,24.6608
7,5,3.76346e+17,-1266.92,5.87364,3.78271e+19,24.6608
7,6,4.14282e+17,-1195.2,5.8545,3.78272e+19,24.6608
7,7,4.55397e+17,-1111.62,5.8304,3.78274e+19,24.6608
7,8,4.99507e+17,-1016.23,5.804,3.78276e+19,24.6608
7,9,5.46335e+17,-909.067,5.7776,3.78278e+19,24.6608
7,10,5.95513e+17,-790.189,5.75317,3.7828e+19,24.6608
7,11,6.46578e+17,-659.642,5.73242,3.78282e+19,24.6608
7,12,6.98977e+17,-517.477,5.71684,3.78284e+19,24.6608
7,13,7.52071e+17,-363.743,5.70778,3.78284e+19,24.6608
7,14,8.05152e+17,-198.478,5.70714,3.7828e+19,24.6608
7,15,8.57452e+17,-21.7228,5.71656,3.78267e+19,24.6608
7,16,9.08159e+17,166.456,5.73673,3.78228e+19,24.6608
7,17,9.56443e+17,366.015,5.76943,3.78124e+19,24.6608
7,18,1.00148e+18,576.931,5.8169,3.77849e+19,24.6608
7,19,1.04246e+18,799.21,5.88241,3.77129e+19,24.6608
7,20,1.07863e+18,1032.94,5.97126,3.75259e+19,24.6608
7,21,1.1093e+18,1278.4,6.09368,3.70461e+19,24.6608
7,22,1.13385e+18,1536.44,6.27078,3.58495e+19,24.6608
7,23,1.15173e+18,1809.39,6.5442,3.30646e+19,24.6608
7,24,1.16243e+18,2102.2,6.98277,2.75068e+19,24.6608
7,25,1.16554e+18,2421.42,7.65198,1.91742e+19,24.6608
7,26,1.16115e+18,2765.88,8.50784,1.08196e+19,24.6608
7,27,1.15016e+18,3120.81,9.37466,5.21768e+18,24.6608
7,28,1.13283e+18,3474.96,10.1348,2.39801e+18,24.6608
7,29,1.10909e+18,3830.29,10.8455,1.18292e+18,24.6608
7,30,1.07924e+18,4192.67,11.602,6.94868e+17,24.6608
7,31,1.0439e+18,4566.31,12.4749,5.0441e+17,24.6608
7,32,1.0038e+18,4953.67,13.5168,4.30874e+17,24.6608
7,33,9.59701e+17,5356.2,14.776,4.0254e+17,24.6608
7,34,9.12416e+17,5775,16.3077,3.91566e+17,24.6608
7,35,8.62753e+17,6211.07,18.1804,3.87236e+17,24.6608
7,36,8.11518e+17,6665.33,20.4814,3.85441e+17,24.6608
7,37,7.59489e+17,7138.7,23.3226,3.84611e+17,24.6608
7,38,7.074e+17,7632.03,26.8469,3.84145e+17,24.6608
7,39,6.55925e+17,8145.99,31.2316,3.8382e+17,24.6608
7,40,6.05668e+17,8680.81,36.6848,3.8355e+17,24.6608
7,41,5.5715e+17,9235.84,43.4124,3.83306e+17,24.6608
7,42,5.10805e+17,9808.22,51.4781,3.83081e+17,24.6608
7,43,4.66971e+17,10389,60.1335,3.8287e+17,24.6608
7,44,4.2593e+17,10929.6,66.699,3.82669e+17,24.6608
7,45,3.89291e+17,2927.07,-581.389,3.82481e+17,24.6608
7,46,3.47349e+17,13108.9,130.44,3.82476e+17,24.6608
7,47,3.22335e+17,13699.1,155.766,3.82134e+17,24.6608
7,48,3.0196e+17,13443.8,181.309,3.81835e+17,24.6608
7,49,2.53115e+17,15625.2,193.991,3.81906e+17,24.6608
7,50,3.17462e+17,12670.1,143.393,3.8189e+17,24.6608
7,51,2.76842e+17,8473.97,52.8401,3.78056e+17,24.6608
7,52,2.16427e+17,7743.8,62.9607,3.78066e+17,24.6608
7,53,1.90514e+17,7790.8,70.8796,3.7807e+17,24.6608
7,54,1.76126e+17,8059.68,77.6717,3.78072e+17,24.6608
7,55,1.65233e+17,8371.86,83.829,3.78074e+17,24.6608
7,56,1.56216e+17,8687.04,89.3276,3.78076e+17,24.6608
7,57,1.48698e+17,8998.74,94.0859,3.78079e+17,24.6608
7,58,1.42468e+17,9305.88,98.0632,3.78083e+17,24.6608
7,59,1.37345e+17,9608.22,101.259,3.78087e+17,24.6608
7,60,1.33165e+17,9905.84,103.703,3.78091e+17,24.6608
7,61,1.29778e+17,10199,105.445,3.78095e+17,24.6608
7,62,1.27057e+17,10488.2,106.551,3.781e+17,24.6608
7,63,1.24885e+17,10773.8,107.091,3.78104e+17,24.6608
7,64,1.23164e+17,11056.4,107.141,3.78108e+17,24.6608
7,65,1.21811e+17,11336.4,106.773,3.78112e+17,24.6608
7,66,1.20755e+17,11614.3,106.054,3.78116e+17,24.6608
7,67,1.19937e+17,11890.4,105.046,3.7812e+17,24.6608
7,68,1.19307e+17,12165,103.802,3.78124e+17,24.6608
7,69,1.18826e+17,12438.5,102.368,3.78127e+17,24.6608
7,70,1.18461e+17,12711.1,100.781,3.78131e+17,24.6608
7,71,1.18185e+17,12982.9,99.0736,3.78134e+17,24.6608
7,72,1.17978e+17,13254.1,97.2703,3.78138e+17,24.6608
7,73,1.17825e+17,13524.8,95.3921,3.78141e+17,24.6608
7,74,1.17711e+17,13795.1,93.4556,3.78145e+17,24.6608
7,75,1.17626e+17,14065.1,91.474,3.78148e+17,24.6608
7,76,1.17564e+17,14334.9,89.4583,3.78151e+17,24.6608
7,77,1.17519e+17,14604.5,87.4169,3.78154e+17,24.6608
7,78,1.17486e+17,14873.9,85.3573,3.78157e+17,24.6608
7,79,1.17461e+17,15143.2,83.2855,3.7816e+17,24.6608
7,80,1.17443e+17,15412.4,81.2065,3.78163e+17,24.6608
7,81,1.17429e+17,15681.6,79.125,3.78166e+17,24.6608
7,82,1.17419e+17,15950.8,77.045,3.78169e+17,24.6608
7,83,1.1741e+17,16219.9,74.97,3.78172e+17,24.6608
7,84,1.17404e+17,16489.1,72.9034,3.78175e+17,24.6608
7,85,1.17398e+17,16758.3,70.8482,3.78178e+17,24.6608
7,86,1.17394e+17,17027.5,68.8073,3.78181e+17,24.6608
7,87,1.1739e+17,17296.8,66.7835,3.78183e+17,24.6608
7,88,1.17386e+17,17566.2,64.7792,3.78186e+17,24.6608
7,89,1.17382e+17,17835.7,62.7968,3.78189e+17,24.6608
7,90,1.17379e+17,18105.3,60.8387,3.78191e+17,24.6608
7,91,1.17376e+17,18375,58.907,3.78194e+17,24.6608
7,92,1.17372e+17,18646.9,56.109,3.78196e+17,24.6608
7,93,1.17363e+17,18923.7,51.8231,3.78199e+17,24.6608
7,94,1.17342e+17,19206.1,46.8839,3.78203e+17,24.6608
7,95,1.17317e+17,19491.3,42.4906,3.78209e+17,24.6608
7,96,1.17291e+17,19780.6,37.1832,3.78217e+17,24.6608
7,97,1.17255e+17,20068.4,33.7822,3.78229e+17,24.6608
